VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RateCodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,trip_duration,normalized_distance,weather,zone
1,2015-01-15 18:54:43,2015-01-15 19:08:00,1,3.8,-73.98928070068358,40.76750564575195,1,N,-74.01029968261719,40.7236213684082,1,14.0,1.0,0.5,3.16,0.0,0.3,18.96,797.0,-0.0009815769493726,Clear,Midtown Manhattan
2,2015-01-15 16:03:38,2015-01-15 17:47:22,3,22.37,-74.01608276367188,40.714820861816406,2,N,-73.77635955810547,40.645450592041016,1,52.0,0.0,0.5,7.0,5.33,0.3,65.13,6224.0,0.0009040612577541,Clear,Otra
2,2015-01-15 18:54:27,2015-01-15 19:01:02,1,0.82,-74.01354217529298,40.71652603149414,1,N,-74.01734924316406,40.70939636230469,1,6.0,1.0,0.5,1.5,0.0,0.3,9.3,395.0,-0.0012841726336611,Clear,Otra
2,2015-01-28 19:36:53,2015-01-28 19:51:23,1,2.37,-74.00644683837889,40.74456405639648,1,N,-73.97380065917967,40.74332046508789,1,11.5,1.0,0.5,2.66,0.0,0.3,15.96,870.0,-0.0011267822609607,Clear,Midtown Manhattan
2,2015-01-10 11:55:06,2015-01-10 12:02:26,3,0.67,-74.01416015625,40.71718978881836,1,N,-74.00592803955078,40.71500396728516,1,6.0,0.0,0.5,1.2,0.0,0.3,8.0,440.0,-0.0012994039600515,Clear,Otra
1,2015-01-23 23:01:37,2015-01-23 23:06:19,2,0.8,-74.00406646728516,40.7427864074707,1,N,-74.00266265869139,40.733768463134766,2,5.0,0.5,0.5,0.0,0.0,0.3,6.3,282.0,-0.0012862034771799,Clear,Midtown Manhattan
2,2015-01-07 20:37:43,2015-01-07 20:57:29,3,9.26,-73.87503814697266,40.7719612121582,1,N,-73.95816802978516,40.77312088012695,1,27.5,0.5,0.5,5.0,5.33,0.3,39.13,1186.0,-0.0004271566687634,Clouds,Queens
1,2015-01-21 23:51:16,2015-01-21 23:57:52,2,1.3,-74.0003890991211,40.742584228515625,1,N,-73.98124694824217,40.73794937133789,2,7.0,0.5,0.5,0.0,0.0,0.3,8.3,396.0,-0.001235432389212,Clear,Midtown Manhattan
1,2015-01-06 16:23:39,2015-01-06 16:36:59,1,2.7,-73.98098754882812,40.75587844848633,1,N,-73.95450592041014,40.778350830078125,1,11.0,1.0,0.5,2.0,0.0,0.3,14.8,800.0,-0.0010932733429019,Clear,Midtown Manhattan
1,2015-01-16 22:39:59,2015-01-16 22:49:42,1,1.1,-73.988525390625,40.72746658325195,1,N,-73.99859619140625,40.73219680786133,1,8.0,0.5,0.5,2.3,0.0,0.3,11.6,583.0,-0.0012557408243991,Clear,Lower Manhattan
2,2015-01-30 21:21:00,2015-01-30 21:40:14,1,4.14,-73.93498992919923,40.75107192993164,1,N,-73.98999786376953,40.74704360961913,1,16.5,0.5,0.5,3.56,0.0,0.3,21.36,1154.0,-0.0009470526095545,Clear,Otra
1,2015-01-17 00:42:03,2015-01-17 00:44:46,1,0.5,-73.97828674316406,40.745899200439446,1,N,-73.9874496459961,40.7497673034668,1,4.0,0.5,0.5,1.06,0.0,0.3,6.36,163.0,-0.0013166661299606,Clear,Otra
2,2015-01-30 23:26:36,2015-01-30 23:31:04,1,0.97,-73.98255157470702,40.77727890014648,1,N,-73.9802474975586,40.765411376953125,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16,268.0,-0.0012689413072708,Clear,Otra
2,2015-01-05 16:26:44,2015-01-05 16:31:00,1,0.75,-73.95458984375,40.765506744384766,1,N,-73.94802856445312,40.774864196777344,2,5.0,1.0,0.5,0.0,0.0,0.3,6.8,256.0,-0.0012912805859766,Clear,Otra
2,2015-01-06 09:19:35,2015-01-06 09:30:22,1,1.67,-74.00753784179686,40.73232650756836,1,N,-73.99317169189453,40.75235366821289,1,8.5,0.0,0.5,1.0,0.0,0.3,10.3,647.0,-0.0011978617841158,Clear,Otra
1,2015-01-10 01:00:11,2015-01-10 01:05:05,2,0.8,-73.91727447509764,40.7650146484375,1,N,-73.92816925048828,40.76780700683594,1,5.5,0.5,0.5,1.0,0.0,0.3,7.8,294.0,-0.0012862034771799,Clouds,Otra
2,2015-01-10 21:07:04,2015-01-10 21:16:58,4,2.19,-73.97209167480467,40.7576904296875,1,N,-73.97362518310547,40.73794555664063,1,9.0,0.5,0.5,1.9,0.0,0.3,12.2,594.0,-0.0011450598526292,Clear,Otra
2,2015-01-13 23:20:53,2015-01-13 23:24:53,1,0.95,-73.98566436767578,40.74707412719727,1,N,-73.98165893554686,40.737335205078125,1,5.0,0.5,0.5,1.1,0.0,0.3,7.4,240.0,-0.0012709721507895,Clear,Midtown Manhattan
1,2015-01-12 13:01:46,2015-01-12 13:05:31,1,0.8,-73.96268463134764,40.766937255859375,1,N,-73.95502471923827,40.777374267578125,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,225.0,-0.0012862034771799,Clear,Otra
1,2015-01-08 10:33:05,2015-01-08 10:45:49,1,2.1,-73.9852523803711,40.77873229980469,1,N,-73.97079467773438,40.75859069824219,2,10.0,0.0,0.5,0.0,0.0,0.3,10.8,764.0,-0.0011541986484634,Clear,Otra
2,2015-01-18 14:16:20,2015-01-18 14:37:22,1,4.98,-73.98643493652342,40.742820739746094,1,N,-73.94847106933594,40.80412673950195,1,17.5,0.0,0.5,3.5,0.0,0.3,21.8,1262.0,-0.0008617571817684,Clear,Midtown Manhattan
2,2015-01-20 13:41:22,2015-01-20 13:46:50,1,0.9,-73.96234130859375,40.77294158935546,1,N,-73.95616149902342,40.784481048583984,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8,328.0,-0.0012760492595863,Clear,Otra
1,2015-01-19 11:06:01,2015-01-19 11:17:16,1,1.0,-73.99463653564453,40.7504997253418,1,N,-73.98007202148438,40.74596786499024,1,8.5,0.0,0.5,1.0,0.0,0.3,10.3,675.0,-0.0012658950419927,Clear,Midtown Manhattan
2,2015-01-17 10:41:13,2015-01-17 10:47:27,1,1.75,-73.99999237060547,40.7377815246582,1,N,-74.0103988647461,40.71377182006836,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,374.0,-0.0011897384100409,Clear,Otra
1,2015-01-09 19:31:10,2015-01-09 19:37:26,2,0.9,-73.97946166992188,40.73543167114258,1,N,-73.98960876464844,40.72567367553711,2,6.0,1.0,0.5,0.0,0.0,0.3,7.8,376.0,-0.0012760492595863,Clear,Otra
2,2015-01-23 15:36:38,2015-01-23 15:44:44,5,0.75,-73.97775268554686,40.75825119018555,1,N,-73.98496246337889,40.76034164428711,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3,486.0,-0.0012912805859766,Clear,Otra
2,2015-01-27 23:02:37,2015-01-27 23:16:03,2,2.68,-73.9914779663086,40.73738861083984,1,N,-73.9913330078125,40.71764373779297,1,11.5,0.5,0.5,2.56,0.0,0.3,15.36,806.0,-0.0010953041864207,Clear,Otra
2,2015-01-30 04:38:44,2015-01-30 04:44:05,6,1.31,-73.93917846679686,40.75033950805664,1,N,-73.91883850097656,40.74232864379882,1,6.5,0.5,0.5,1.56,0.0,0.3,9.36,321.0,-0.0012344169674526,Clear,Otra
2,2015-01-02 20:22:01,2015-01-02 20:26:46,1,0.78,-73.96587371826173,40.76164627075195,1,N,-73.97093963623048,40.76711654663086,1,5.0,0.5,0.5,1.38,0.0,0.3,7.68,285.0,-0.0012882343206986,Clear,Otra
1,2015-01-21 19:02:59,2015-01-21 19:14:06,1,2.1,-73.97966766357422,40.780799865722656,1,N,-73.95470428466798,40.7696533203125,1,10.0,1.0,0.5,2.35,0.0,0.3,14.15,667.0,-0.0011541986484634,Clear,Otra
2,2015-01-19 00:01:25,2015-01-19 00:11:40,1,1.87,-74.00177001953125,40.73937225341797,1,N,-73.97440338134764,40.73239517211913,2,9.5,0.5,0.5,0.0,0.0,0.3,10.8,615.0,-0.0011775533489286,Clear,Otra
2,2015-01-23 23:45:36,2015-01-23 23:51:07,1,1.16,-74.00553894042967,40.73527145385742,1,N,-74.00732421875,40.71984100341797,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,331.0,-0.001249648293843,Clear,Otra
1,2015-01-19 13:13:08,2015-01-19 13:24:32,1,2.4,-73.97553253173827,40.752479553222656,1,N,-74.0041732788086,40.740478515625,1,10.5,0.0,0.5,2.8,0.0,0.3,14.1,684.0,-0.0011237359956827,Clear,Otra
2,2015-01-08 18:09:35,2015-01-08 18:17:47,1,1.25,-74.00563049316406,40.73870849609375,1,N,-73.98806762695312,40.740058898925774,1,7.5,1.0,0.5,1.0,0.0,0.3,10.3,492.0,-0.0012405094980088,Clear,Otra
1,2015-01-10 01:57:02,2015-01-10 02:11:49,1,4.0,-73.99576568603516,40.718597412109375,1,N,-73.97268676757811,40.67184066772461,1,14.5,0.5,0.5,3.15,0.0,0.3,18.95,887.0,-0.0009612685141855,Clear,Lower Manhattan
2,2015-01-08 20:51:57,2015-01-08 21:08:43,5,2.83,-73.98956298828125,40.74821853637695,1,N,-73.98816680908203,40.779293060302734,2,13.5,0.5,0.5,0.0,0.0,0.3,14.8,1006.0,-0.0010800728600303,Clear,Midtown Manhattan
1,2015-01-25 09:59:43,2015-01-25 10:02:06,1,0.8,-73.99276733398438,40.74811553955078,1,N,-74.00113677978516,40.7393798828125,2,4.5,0.0,0.5,0.0,0.0,0.3,5.3,143.0,-0.0012862034771799,Clear,Midtown Manhattan
1,2015-01-21 22:37:53,2015-01-21 22:49:16,1,2.3,-73.99100494384764,40.73027801513672,1,N,-74.0087661743164,40.70419692993164,1,10.5,0.5,0.5,2.95,0.0,0.3,14.75,683.0,-0.0011338902132762,Clear,Otra
1,2015-01-04 13:31:25,2015-01-04 13:43:07,1,2.7,-73.99002075195312,40.76218795776367,1,N,-73.9872817993164,40.7334442138672,2,11.5,0.0,0.5,0.0,0.0,0.0,12.3,702.0,-0.0010932733429019,Clear,Midtown Manhattan
1,2015-01-27 21:25:54,2015-01-27 21:31:33,4,1.4,-73.98905181884764,40.738765716552734,1,N,-74.00189971923827,40.72800827026367,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,339.0,-0.0012252781716184,Clear,Otra
2,2015-01-08 13:48:49,2015-01-08 13:56:00,5,1.03,-73.9573516845703,40.76755142211913,1,N,-73.96610260009764,40.758079528808594,1,6.5,0.0,0.5,1.3,0.0,0.3,8.6,431.0,-0.0012628487767146,Clear,Otra
1,2015-01-31 11:47:42,2015-01-31 11:52:23,1,1.2,-74.0014419555664,40.746440887451165,1,N,-74.00072479248048,40.75766372680664,3,6.0,0.0,0.5,0.0,0.0,0.3,6.8,281.0,-0.0012455866068056,Clear,Midtown Manhattan
2,2015-01-07 23:21:22,2015-01-07 23:35:19,1,2.88,-73.97962951660156,40.77619934082031,1,N,-73.97356414794923,40.74707412719727,1,12.5,0.5,0.5,1.2,0.0,0.3,15.0,837.0,-0.0010749957512335,Clear,Otra
2,2015-01-31 00:38:32,2015-01-31 00:52:00,1,4.13,-73.99211883544923,40.74959182739258,1,N,-73.94854736328125,40.78320693969727,1,14.0,0.5,0.5,3.06,0.0,0.3,18.36,808.0,-0.0009480680313138,Clear,Midtown Manhattan
2,2015-01-29 19:33:38,2015-01-29 19:36:30,2,0.34,-73.87796020507811,40.75646209716797,1,N,-73.87826538085938,40.752540588378906,2,4.0,1.0,0.5,0.0,0.0,0.3,5.8,172.0,-0.0013329128781103,Clouds,Queens
1,2015-01-14 10:20:33,2015-01-14 10:27:24,1,0.9,-73.97686767578125,40.75596618652344,1,N,-73.9798583984375,40.76559066772461,2,6.5,0.0,0.5,0.0,0.0,0.3,7.3,411.0,-0.0012760492595863,Clear,Otra
1,2015-01-11 14:11:21,2015-01-11 14:34:55,2,4.4,-73.96298217773438,40.79925155639648,1,N,-73.96320343017578,40.7573127746582,1,18.5,0.0,0.5,4.75,0.0,0.3,24.05,1414.0,-0.0009206516438112,Clear,Otra
1,2015-01-16 21:53:47,2015-01-16 21:55:31,1,0.6,-73.95167541503906,40.77801513671875,1,N,-73.95697021484375,40.770557403564446,1,4.0,0.5,0.5,1.0,0.0,0.3,6.3,104.0,-0.001306511912367,Clear,Otra
2,2015-01-29 18:05:07,2015-01-29 18:41:21,1,5.85,-74.00768280029298,40.7250862121582,1,N,-73.985595703125,40.666030883789055,1,24.0,1.0,0.5,6.45,0.0,0.3,32.25,2174.0,-0.0007734154887043,Clear,Lower Manhattan
2,2015-01-20 09:12:20,2015-01-20 09:13:37,5,0.55,-73.98477172851561,40.75886154174805,1,N,-73.99015045166014,40.75169372558594,1,3.5,0.0,0.5,3.0,0.0,0.3,7.3,77.0,-0.0013115890211638,Clear,Midtown Manhattan
2,2015-01-19 08:49:37,2015-01-19 08:59:03,6,2.12,-74.0066680908203,40.73159790039063,1,N,-73.98755645751953,40.75285339355469,1,9.5,0.0,0.5,1.9,0.0,0.3,12.2,566.0,-0.0011521678049447,Clear,Otra
2,2015-01-27 23:53:07,2015-01-28 00:09:49,2,5.4,-74.00189971923827,40.72629165649414,1,N,-73.94668579101561,40.77400588989258,1,17.5,0.5,0.5,2.0,0.0,0.3,20.8,1002.0,-0.0008191094678754,Clear,Lower Manhattan
2,2015-01-31 21:50:53,2015-01-31 21:55:58,2,1.07,-73.97642517089844,40.78407669067384,1,N,-73.98193359375,40.77206039428711,2,6.0,0.5,0.5,0.0,0.0,0.3,7.3,305.0,-0.0012587870896772,Clear,Otra
2,2015-01-25 13:26:02,2015-01-25 13:31:09,1,0.96,-73.97025299072266,40.74966812133789,1,N,-73.96340942382812,40.75569915771485,1,5.5,0.0,0.5,1.1,0.0,0.3,7.4,307.0,-0.0012699567290301,Clear,Otra
1,2015-01-13 18:45:04,2015-01-13 18:48:47,3,0.5,-73.97122192382812,40.757591247558594,1,N,-73.97624969482422,40.75064086914063,1,4.5,1.0,0.5,1.25,0.0,0.3,7.55,223.0,-0.0013166661299606,Clear,Otra
2,2015-01-30 14:47:56,2015-01-30 15:04:23,2,1.61,-73.99858856201173,40.73534393310546,1,N,-73.98373413085938,40.75511169433594,1,11.5,0.0,0.5,3.08,0.0,0.3,15.38,987.0,-0.0012039543146719,Clear,Otra
1,2015-01-20 04:13:21,2015-01-20 04:19:26,1,2.2,-73.96843719482422,40.791519165039055,1,N,-73.96387481689453,40.767852783203125,2,8.5,0.5,0.5,0.0,0.0,0.3,9.8,365.0,-0.0011440444308698,Clear,Otra
2,2015-01-28 15:19:58,2015-01-28 15:25:32,1,0.92,-73.98912048339844,40.7485466003418,1,N,-73.98954772949219,40.75807189941406,1,5.5,0.0,0.5,1.89,0.0,0.3,8.19,334.0,-0.0012740184160676,Clear,Midtown Manhattan
2,2015-01-22 00:43:05,2015-01-22 00:48:00,5,1.35,-73.99916076660156,40.74162673950195,1,N,-73.98576354980467,40.752777099609375,2,6.5,0.5,0.5,0.0,0.0,0.3,7.8,295.0,-0.0012303552804152,Clear,Midtown Manhattan
2,2015-01-23 08:13:45,2015-01-23 08:22:56,1,1.34,-73.9464340209961,40.773040771484375,1,N,-73.9500961303711,40.78664016723633,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8,551.0,-0.0012313707021746,Clear,Otra
1,2015-01-23 19:35:51,2015-01-23 19:45:02,2,2.0,-73.98514556884764,40.7787971496582,1,N,-73.96708679199217,40.79373550415039,2,9.0,1.0,0.5,0.0,0.0,0.3,10.8,551.0,-0.001164352866057,Clear,Otra
2,2015-01-13 13:01:55,2015-01-13 13:04:32,5,0.58,-73.96933746337889,40.7904052734375,1,N,-73.9766845703125,40.78832244873047,1,4.0,0.0,0.5,1.0,0.0,0.3,5.8,157.0,-0.0013085427558857,Clear,Otra
2,2015-01-11 07:57:01,2015-01-11 07:59:30,5,0.8,-73.99199676513672,40.7433967590332,1,N,-73.9963150024414,40.73728942871094,1,4.5,0.0,0.5,1.0,0.0,0.3,6.3,149.0,-0.0012862034771799,Clear,Midtown Manhattan
1,2015-01-28 04:49:17,2015-01-28 04:59:25,1,3.2,-73.96881103515625,40.7609748840332,1,N,-73.91890716552734,40.74293518066406,2,12.0,0.5,0.5,0.0,0.0,0.3,13.3,608.0,-0.0010425022549341,Clear,Otra
2,2015-01-08 15:03:18,2015-01-08 15:42:52,1,10.09,-73.78807067871094,40.64150619506836,1,N,-73.75539398193358,40.73731231689453,2,34.5,0.0,0.5,0.0,0.0,0.3,35.3,2374.0,-0.0003428766627368,Clouds,Otra
2,2015-01-04 12:31:55,2015-01-04 13:04:49,6,19.24,-73.78176116943358,40.64477157592773,2,N,-73.98390960693358,40.76973342895508,1,52.0,0.0,0.5,10.0,5.33,0.3,68.13,1974.0,0.0005862342470752,Clouds,Otra
1,2015-01-30 20:43:21,2015-01-30 20:50:54,2,1.3,-73.96794128417967,40.80273818969727,1,N,-73.97618103027344,40.786415100097656,1,7.5,0.5,0.5,2.2,0.0,0.3,11.0,453.0,-0.001235432389212,Clear,Otra
2,2015-01-20 23:04:37,2015-01-20 23:30:27,2,4.35,-73.94322204589844,40.81070709228516,1,N,-73.95319366455078,40.76764678955078,1,20.5,0.5,0.5,4.2,0.0,0.3,26.0,1550.0,-0.000925728752608,Clear,Otra
2,2015-01-11 10:42:20,2015-01-11 11:01:27,5,4.1,-73.94490814208984,40.779109954833984,1,N,-73.9921875,40.74969100952149,1,16.0,0.0,0.5,3.2,0.0,0.3,20.0,1147.0,-0.0009511142965919,Clear,Otra
2,2015-01-01 14:48:07,2015-01-01 14:53:37,4,2.22,-73.96530151367188,40.75507354736328,1,N,-73.97959899902342,40.73284530639648,2,8.0,0.0,0.5,0.0,0.0,0.3,8.8,330.0,-0.0011420135873511,Clear,Otra
1,2015-01-10 18:41:52,2015-01-10 18:52:40,1,2.0,-73.96202850341797,40.7954216003418,1,N,-73.98258972167967,40.7723388671875,2,9.5,0.0,0.5,0.0,0.0,0.3,10.3,648.0,-0.001164352866057,Clear,Otra
1,2015-01-01 15:41:51,2015-01-01 15:47:15,1,1.0,-73.9791488647461,40.75582885742188,1,Y,-73.97956848144531,40.744384765625,1,5.7,0.0,0.5,1.0,0.0,0.0,7.5,324.0,-0.0012658950419927,Clear,Otra
2,2015-01-08 21:49:46,2015-01-08 21:56:53,2,1.27,-73.99517822265625,40.738399505615234,1,N,-73.98931884765625,40.726917266845696,1,6.5,0.5,0.5,1.4,0.0,0.3,9.2,427.0,-0.0012384786544901,Clear,Otra
1,2015-01-11 13:36:23,2015-01-11 13:44:03,1,1.5,-73.9671173095703,40.76385116577149,1,N,-73.95625305175781,40.77964782714844,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,460.0,-0.0012151239540248,Clear,Otra
2,2015-01-29 15:20:28,2015-01-29 15:24:47,6,0.7,-73.9793472290039,40.75543212890625,1,N,-73.985595703125,40.74706268310546,2,5.0,0.0,0.5,0.0,0.0,0.3,5.8,259.0,-0.0012963576947734,Clear,Otra
2,2015-01-23 04:15:48,2015-01-23 04:28:36,3,5.36,-73.98837280273438,40.74925994873047,1,N,-73.94509887695312,40.80852127075195,2,16.0,0.5,0.5,0.0,0.0,0.3,17.3,768.0,-0.0008231711549129,Clear,Midtown Manhattan
2,2015-01-09 09:03:24,2015-01-09 09:34:42,1,3.97,-74.01197052001953,40.71049118041992,1,N,-73.97859191894531,40.75823974609375,1,20.0,0.0,0.5,2.0,0.0,0.3,22.8,1878.0,-0.0009643147794635,Clear,Otra
1,2015-01-23 11:14:40,2015-01-23 11:17:03,1,0.4,-74.00296783447266,40.74810028076172,1,N,-73.99600982666014,40.74530792236328,2,3.5,0.0,0.5,0.0,0.0,0.3,4.3,143.0,-0.0013268203475542,Clear,Midtown Manhattan
2,2015-01-24 19:11:38,2015-01-24 19:20:44,1,1.12,-73.99555969238281,40.7387924194336,1,N,-74.00904846191406,40.73252868652344,2,7.5,0.0,0.5,0.0,0.0,0.3,8.3,546.0,-0.0012537099808804,Clear,Otra
1,2015-01-28 14:52:58,2015-01-28 14:59:48,1,0.8,-73.98262023925781,40.778297424316406,1,N,-73.97660064697266,40.788272857666016,1,6.0,0.0,0.5,1.36,0.0,0.3,8.16,410.0,-0.0012862034771799,Clear,Otra
1,2015-01-21 22:10:23,2015-01-21 22:18:37,1,1.9,-73.99128723144531,40.74930953979492,1,N,-74.00128173828125,40.72594833374024,1,8.5,0.5,0.5,1.0,0.0,0.3,10.8,494.0,-0.0011745070836505,Clear,Midtown Manhattan
2,2015-01-24 03:31:45,2015-01-24 03:56:36,1,6.77,-73.98115539550781,40.72517013549805,1,N,-73.91448974609375,40.765823364257805,2,22.5,0.5,0.5,0.0,0.0,0.3,23.8,1491.0,-0.0006799966868435,Clear,Lower Manhattan
2,2015-01-11 11:49:52,2015-01-11 11:59:14,1,1.23,-74.0029067993164,40.760417938232415,1,N,-73.99010467529298,40.749858856201165,1,8.0,0.0,0.5,1.6,0.0,0.3,10.4,562.0,-0.0012425403415275,Clear,Midtown Manhattan
2,2015-01-18 07:42:10,2015-01-18 07:58:14,1,5.81,-73.95159912109375,40.777931213378906,1,N,-73.96443939208984,40.75238800048828,1,19.0,0.0,0.5,2.2,0.0,0.3,22.0,964.0,-0.0007774771757418,Clear,Otra
1,2015-01-23 10:38:32,2015-01-23 10:58:00,1,1.6,-73.9749526977539,40.75661087036133,1,N,-73.99202728271484,40.749324798583984,2,13.0,0.0,0.5,0.0,0.0,0.3,13.8,1168.0,-0.0012049697364313,Clear,Otra
1,2015-01-19 17:49:40,2015-01-19 17:59:34,2,2.0,-73.9895248413086,40.7572135925293,1,N,-73.96427917480467,40.76751708984375,2,9.0,0.0,0.5,0.0,0.0,0.3,9.8,594.0,-0.001164352866057,Clear,Midtown Manhattan
2,2015-01-20 21:36:15,2015-01-20 21:43:09,2,1.27,-73.97711944580078,40.76094818115234,1,N,-73.97649383544923,40.77556610107422,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96,414.0,-0.0012384786544901,Clear,Otra
2,2015-01-10 21:46:56,2015-01-10 22:07:52,5,6.1,-73.9406509399414,40.81931686401367,1,N,-73.91072845458984,40.77964019775391,1,21.0,0.5,0.5,4.0,5.33,0.3,31.63,1256.0,-0.0007480299447204,Clear,Otra
1,2015-01-25 23:09:04,2015-01-25 23:23:56,1,9.2,-74.00141143798828,40.75566864013672,1,N,-73.91431427001953,40.8418197631836,2,26.5,0.5,0.5,0.0,0.0,0.3,27.8,892.0,-0.0004332491993196,Clear,Midtown Manhattan
1,2015-01-10 17:24:59,2015-01-10 17:58:39,2,9.7,-73.8635482788086,40.77013397216797,1,N,-73.98394775390625,40.759185791015625,1,34.0,0.0,0.5,8.0,5.33,0.3,48.13,2020.0,-0.0003824781113517,Clouds,Queens
2,2015-01-09 07:22:05,2015-01-09 07:33:54,1,1.76,-73.94759368896483,40.78382873535156,1,N,-73.97028350830078,40.78908157348633,1,9.0,0.0,0.5,1.8,0.0,0.3,11.6,709.0,-0.0011887229882815,Clear,Otra
2,2015-01-17 13:17:18,2015-01-17 13:22:16,3,0.85,-74.00072479248048,40.746196746826165,1,N,-73.98694610595702,40.74070739746094,2,5.5,0.0,0.5,0.0,0.0,0.3,6.3,298.0,-0.0012811263683831,Clear,Midtown Manhattan
1,2015-01-04 22:53:16,2015-01-04 23:01:08,1,3.0,-73.96668243408203,40.76087188720703,1,N,-73.93941497802734,40.79863739013672,1,10.0,0.5,0.5,2.25,0.0,0.0,13.55,472.0,-0.0010628106901212,Clear,Otra
2,2015-01-25 13:00:18,2015-01-25 13:18:06,2,2.15,-73.97798156738281,40.73431396484375,1,N,-74.00010681152342,40.72151565551758,1,13.0,0.0,0.5,2.76,0.0,0.3,16.56,1068.0,-0.0011491215396666,Clear,Otra
1,2015-01-28 08:56:38,2015-01-28 09:14:36,1,3.2,-73.96015167236328,40.75821304321289,1,N,-73.9819107055664,40.74291229248047,1,14.5,0.0,0.5,1.0,0.0,0.3,16.3,1078.0,-0.0010425022549341,Clear,Otra
2,2015-01-17 20:34:35,2015-01-17 20:49:52,1,2.26,-73.98969268798828,40.73527145385742,1,N,-73.99285888671875,40.75865936279297,2,11.5,0.5,0.5,0.0,0.0,0.3,12.8,917.0,-0.0011379519003137,Clear,Otra
2,2015-01-21 09:41:44,2015-01-21 09:56:54,6,2.57,-73.95752716064453,40.7744598388672,1,N,-73.98873138427734,40.7675895690918,1,12.0,0.0,0.5,2.0,0.0,0.3,14.8,910.0,-0.0011064738257736,Clear,Otra
2,2015-01-22 23:18:29,2015-01-22 23:34:03,1,4.18,-73.99115753173827,40.73503494262695,1,N,-73.94921875,40.77708053588867,1,15.5,0.5,0.5,2.0,0.0,0.3,18.8,934.0,-0.000942990922517,Clear,Otra
2,2015-01-20 21:33:52,2015-01-20 21:43:54,1,2.38,-73.972412109375,40.75310516357422,1,N,-73.95648193359375,40.74281692504882,2,10.0,0.5,0.5,0.0,5.33,0.3,16.63,602.0,-0.0011257668392014,Clear,Otra
1,2015-01-30 05:47:39,2015-01-30 06:03:16,1,3.7,-73.9427719116211,40.714859008789055,1,N,-73.99083709716798,40.723670959472656,1,14.5,0.5,0.5,0.0,0.0,0.3,15.8,937.0,-0.0009917311669662,Clear,Otra
1,2015-01-08 00:10:11,2015-01-08 00:33:44,1,12.5,-73.98257446289062,40.69195938110352,1,Y,-73.96588897705078,40.57988739013672,1,36.0,0.5,0.5,9.32,0.0,0.3,46.62,1413.0,-9.816001873167434e-05,Clear,Otra
2,2015-01-21 15:37:42,2015-01-21 16:01:20,6,9.2,-73.87320709228516,40.77413940429688,1,N,-73.9940185546875,40.745208740234375,1,28.0,0.0,0.5,3.0,5.33,0.3,37.13,1418.0,-0.0004332491993196,Clouds,Queens
2,2015-01-28 12:10:02,2015-01-28 12:25:07,1,1.74,-73.96275329589844,40.772743225097656,1,N,-73.980224609375,40.754497528076165,1,11.0,0.0,0.5,2.2,0.0,0.3,14.0,905.0,-0.0011907538318003,Clear,Otra
1,2015-01-31 22:31:51,2015-01-31 22:50:34,1,3.0,-73.96965026855469,40.76194763183594,1,N,-73.9754409790039,40.792083740234375,1,14.5,0.5,0.5,3.15,0.0,0.3,18.95,1123.0,-0.0010628106901212,Clear,Otra
2,2015-01-16 18:25:15,2015-01-16 18:42:20,1,2.39,-73.99411010742188,40.755718231201165,1,N,-73.98515319824217,40.73202133178711,1,13.0,1.0,0.5,2.8,0.0,0.3,17.6,1025.0,-0.001124751417442,Clear,Midtown Manhattan
2,2015-01-03 12:12:55,2015-01-03 12:18:43,1,0.97,-73.98027038574217,40.77804183959961,1,N,-73.98969268798828,40.77275848388672,2,6.0,0.0,0.5,0.0,0.0,0.3,6.8,348.0,-0.0012689413072708,Clear,Otra
2,2015-01-16 21:46:34,2015-01-16 21:59:05,1,1.6,-74.00244903564453,40.729400634765625,1,N,-73.98751831054686,40.719776153564446,1,10.0,0.5,0.5,2.0,0.0,0.3,13.3,751.0,-0.0012049697364313,Clear,Lower Manhattan
2,2015-01-05 09:27:03,2015-01-05 09:36:12,1,1.97,-73.97792053222656,40.7529182434082,1,N,-74.00556945800781,40.7510986328125,1,9.0,0.0,0.5,1.8,0.0,0.3,11.6,549.0,-0.001167399131335,Clear,Otra
2,2015-01-04 11:29:25,2015-01-04 11:44:59,1,4.1,-73.96044158935547,40.76129531860352,1,N,-74.00337219238281,40.748653411865234,1,16.0,0.0,0.5,2.0,0.0,0.3,18.8,934.0,-0.0009511142965919,Clear,Otra
2,2015-01-30 16:31:02,2015-01-30 16:42:33,1,1.8,-73.97474670410156,40.75627899169922,1,N,-73.98590087890625,40.73500061035156,1,9.5,1.0,0.5,2.0,0.0,0.3,13.3,691.0,-0.0011846613012441,Clear,Otra
